LotFrontage,LotArea,Street,LotShape,LandContour,LotConfig,BldgType,HouseStyle,RoofStyle,Exterior1st,Exterior2nd,Foundation,BsmtExposure,TotalBsmtSF,Electrical,1stFlrSF,2ndFlrSF,FullBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,GarageType,GarageCars,GarageArea,SaleType,SaleCondition,SalePrice
75,14559,Pave,Reg,Lvl,Inside,1Fam,1Story,Hip,Wd Sdng,Wd Sdng,CBlock,No,1008,SBrkr,1363,0,1,2,1,6,CarPort,1,288,WD,Normal,164900
40,6792,Pave,IR1,Lvl,Inside,TwnhsE,1Story,Gable,VinylSd,VinylSd,PConc,No,1368,SBrkr,1368,0,2,2,1,6,Attchd,2,474,New,Partial,202665
70,9100,Pave,Reg,Lvl,Corner,1Fam,1Story,Gable,VinylSd,VinylSd,CBlock,No,864,SBrkr,864,0,1,3,1,5,Detchd,2,624,WD,Normal,129900
71,9187,Pave,Reg,Bnk,Corner,1Fam,1Story,Gable,VinylSd,VinylSd,PConc,No,1084,SBrkr,1080,0,1,3,1,5,Attchd,2,484,WD,Normal,134000
55,10594,Pave,Reg,Lvl,Inside,1Fam,1.5Unf,Gable,Wd Sdng,Wd Sdng,BrkTil,No,768,SBrkr,789,0,1,2,1,5,Detchd,1,200,WD,Normal,96500
94,12220,Pave,Reg,Lvl,Inside,1Fam,1Story,Hip,CemntBd,CmentBd,CBlock,No,2006,SBrkr,2020,0,2,3,1,9,Attchd,3,900,New,Partial,402861
NA,10448,Pave,IR1,Lvl,Corner,1Fam,SLvl,Gable,HdBoard,HdBoard,CBlock,No,689,SBrkr,1378,741,2,3,1,7,Attchd,2,583,COD,Abnorml,158000
79,10208,Pave,IR1,Lvl,Inside,1Fam,2Story,Gable,VinylSd,VinylSd,PConc,No,1264,SBrkr,1277,1067,2,3,1,7,Attchd,3,889,WD,Normal,265000
NA,9531,Pave,IR1,Lvl,CulDSac,1Fam,2Story,Gable,VinylSd,VinylSd,PConc,Mn,794,SBrkr,882,914,2,3,1,7,Attchd,2,546,WD,Normal,211000
53,10918,Pave,Reg,Lvl,Inside,1Fam,2Story,Gambrel,MetalSd,MetalSd,BrkTil,No,1276,SBrkr,1276,804,1,3,1,9,Detchd,1,282,WD,Normal,234000
60,10800,Pave,Reg,Lvl,Inside,2fmCon,2Story,Gable,MetalSd,MetalSd,BrkTil,NA,0,FuseA,694,600,2,3,2,7,NA,0,0,WD,Normal,106250
90,11988,Pave,IR1,Lvl,Corner,1Fam,1Story,Gable,VinylSd,VinylSd,CBlock,No,1244,FuseA,1244,0,1,3,1,6,Attchd,1,336,WD,Normal,150000
50,5000,Pave,Reg,Lvl,Corner,1Fam,1.5Fin,Gable,CemntBd,CmentBd,CBlock,No,1004,SBrkr,1004,660,2,3,1,7,Detchd,2,420,WD,Normal,159000
130,40094,Pave,IR1,Bnk,Inside,1Fam,2Story,Hip,CemntBd,CmentBd,PConc,Gd,3138,SBrkr,3138,1538,3,3,1,11,BuiltIn,3,884,New,Partial,184750
95,11787,Pave,IR1,Lvl,Inside,1Fam,2Story,Gable,VinylSd,VinylSd,PConc,No,1379,SBrkr,1383,1015,2,3,1,8,Attchd,3,834,WD,Normal,315750
62,7500,Pave,Reg,Lvl,Inside,1Fam,1Story,Gable,VinylSd,VinylSd,PConc,No,1257,SBrkr,1266,0,2,3,1,6,Attchd,2,453,WD,Normal,176000
70,13300,Pave,Reg,Lvl,Inside,1Fam,1Story,Hip,Wd Sdng,Wd Sdng,CBlock,No,928,SBrkr,928,0,1,2,1,4,Attchd,1,252,WD,Normal,132000
67,14948,Pave,IR1,Lvl,Inside,1Fam,2Story,Hip,VinylSd,VinylSd,PConc,Av,1452,SBrkr,1476,1237,2,3,1,11,Attchd,3,858,New,Partial,446261
58,9098,Pave,IR1,Lvl,Inside,1Fam,1Story,Gable,Wd Sdng,Wd Sdng,BrkTil,Mn,528,SBrkr,605,0,1,2,1,5,NA,0,0,WD,Normal,86000
NA,32668,Pave,IR1,Lvl,CulDSac,1Fam,1Story,Hip,Wd Sdng,Stone,PConc,No,2035,SBrkr,2515,0,3,4,2,9,Attchd,2,484,WD,Alloca,200624
85,10200,Pave,Reg,Lvl,Inside,1Fam,SLvl,Gable,HdBoard,HdBoard,CBlock,Av,1461,SBrkr,1509,0,2,3,1,5,Attchd,2,600,WD,Abnorml,175000
60,6155,Pave,IR1,Lvl,FR3,1Fam,2Story,Gable,Wd Sdng,Wd Sdng,BrkTil,Mn,611,SBrkr,751,611,2,3,1,6,Detchd,2,502,WD,Normal,128000
60,7200,Pave,Reg,Lvl,Inside,1Fam,1Story,Gable,VinylSd,VinylSd,Slab,NA,0,SBrkr,827,0,1,2,1,5,Detchd,1,392,WD,Normal,107500
50,5000,Pave,Reg,Low,Inside,1Fam,1Story,Gable,VinylSd,VinylSd,Slab,NA,0,FuseF,334,0,1,1,1,2,NA,0,0,WD,Normal,39300
74,9056,Pave,IR1,Lvl,Inside,1Fam,2Story,Gable,VinylSd,VinylSd,PConc,Av,707,SBrkr,707,707,2,3,1,6,Attchd,2,403,WD,Normal,178000
70,7000,Pave,Reg,Lvl,Inside,2fmCon,2Story,Gable,MetalSd,MetalSd,CBlock,Gd,1117,SBrkr,820,527,1,3,1,5,NA,0,0,WD,Normal,107500
57,8924,Pave,IR1,Lvl,CulDSac,1Fam,2Story,Gable,VinylSd,VinylSd,PConc,Av,880,SBrkr,880,844,2,3,1,8,Attchd,2,527,WD,Normal,188000
NA,12735,Pave,IR1,Lvl,FR2,1Fam,1Story,Hip,MetalSd,MetalSd,CBlock,No,864,SBrkr,864,0,1,3,1,5,Detchd,2,576,COD,Normal,111250
NA,11553,Pave,IR1,Lvl,Inside,1Fam,1Story,Hip,Plywood,Plywood,CBlock,No,1051,SBrkr,1159,0,1,3,1,7,Attchd,1,336,WD,Normal,158000
NA,11423,Pave,Reg,Lvl,Inside,1Fam,1Story,Gable,VinylSd,VinylSd,PConc,Av,1581,SBrkr,1601,0,2,3,1,6,Attchd,2,670,WD,Normal,272000
85,14601,Pave,Reg,Lvl,Inside,1Fam,1Story,Hip,VinylSd,VinylSd,PConc,Av,1838,SBrkr,1838,0,2,2,1,8,Attchd,3,765,WD,Normal,315000
NA,11000,Pave,Reg,Lvl,FR2,1Fam,2Story,Gable,VinylSd,VinylSd,PConc,No,969,SBrkr,997,1288,2,4,1,8,BuiltIn,3,648,WD,Normal,248000
78,10140,Pave,Reg,Lvl,Inside,1Fam,1Story,Hip,VinylSd,VinylSd,PConc,No,1650,SBrkr,1680,0,2,3,1,7,Attchd,2,583,WD,Normal,213250
34,4058,Pave,Reg,Lvl,Inside,TwnhsE,SFoyer,Gable,MetalSd,MetalSd,PConc,Av,723,SBrkr,767,0,1,1,1,4,Attchd,1,367,WD,Normal,133000
58,17104,Pave,IR1,Lvl,Inside,1Fam,2Story,Gable,VinylSd,VinylSd,PConc,Av,654,SBrkr,664,832,2,3,1,7,Attchd,2,426,New,Partial,179665
NA,13837,Pave,IR1,Lvl,Corner,1Fam,1.5Fin,Gable,HdBoard,HdBoard,PConc,No,1204,SBrkr,1377,806,2,4,1,9,Attchd,3,786,WD,Normal,229000
70,8737,Pave,IR1,Bnk,Inside,1Fam,1.5Fin,Gable,BrkFace,Wd Sdng,BrkTil,No,1065,FuseA,915,720,1,3,1,6,Detchd,2,440,WD,Normal,210000
54,7244,Pave,Reg,Lvl,Inside,1Fam,SFoyer,Gable,VinylSd,VinylSd,CBlock,Av,768,SBrkr,768,0,1,2,1,5,Detchd,2,624,WD,Normal,129500
49,8235,Pave,IR1,HLS,Inside,1Fam,1Story,Gable,MetalSd,MetalSd,CBlock,No,825,SBrkr,825,0,1,2,1,4,Detchd,2,720,WD,Normal,125000
75,9375,Pave,Reg,Lvl,Inside,1Fam,2Story,Gable,VinylSd,VinylSd,PConc,No,912,SBrkr,912,1182,2,4,1,8,BuiltIn,2,615,WD,Normal,263000
53,4043,Pave,Reg,Lvl,Inside,TwnhsE,1Story,Gable,Plywood,Plywood,CBlock,No,1069,SBrkr,1069,0,2,2,1,4,Attchd,2,440,COD,Abnorml,140000
50,6000,Pave,Reg,Lvl,Inside,1Fam,1Story,Hip,BrkFace,BrkFace,CBlock,No,928,FuseA,928,0,1,3,1,5,Attchd,1,288,WD,Normal,112500
87,11146,Pave,IR1,Lvl,Inside,1Fam,1Story,Gable,VinylSd,VinylSd,PConc,Av,1709,SBrkr,1717,0,2,3,1,7,Attchd,3,908,WD,Normal,255500
67,8777,Pave,Reg,Lvl,Inside,1Fam,1Story,Gable,VinylSd,VinylSd,CBlock,NA,0,SBrkr,1126,0,2,2,1,5,Detchd,2,520,WD,Normal,108000
85,10625,Pave,Reg,Lvl,Inside,1Fam,2Story,Gable,VinylSd,VinylSd,PConc,No,998,SBrkr,1006,1040,2,3,1,8,BuiltIn,3,871,WD,Normal,284000
58,6380,Pave,Reg,Lvl,Inside,1Fam,1.5Unf,Gable,MetalSd,MetalSd,BrkTil,No,993,FuseA,1048,0,1,2,1,5,Detchd,1,280,WD,Normal,113000
69,14850,Pave,IR1,Lvl,Inside,1Fam,1Story,Gable,Wd Sdng,Wd Sdng,CBlock,No,1092,FuseA,1092,0,1,2,1,6,Attchd,1,299,WD,Normal,141000
60,11040,Pave,Reg,Low,Inside,1Fam,1.5Fin,Gable,MetalSd,MetalSd,CBlock,No,637,SBrkr,897,439,1,3,1,7,CarPort,1,570,COD,Normal,108000
57,21872,Pave,IR2,HLS,FR2,1Fam,2Story,Gable,HdBoard,HdBoard,PConc,Gd,729,SBrkr,729,717,2,3,1,6,Attchd,2,406,WD,Normal,175000
NA,3196,Pave,Reg,Lvl,Inside,TwnhsE,1Story,Gable,VinylSd,VinylSd,PConc,Gd,1374,SBrkr,1557,0,2,2,1,7,Attchd,2,420,WD,Normal,234000
NA,11341,Pave,IR1,Lvl,Inside,1Fam,1Story,Hip,Wd Sdng,Wd Sdng,CBlock,No,1392,SBrkr,1392,0,1,3,1,5,Detchd,2,528,WD,Normal,121500
77,10010,Pave,Reg,Lvl,Inside,1Fam,1Story,Gable,HdBoard,HdBoard,CBlock,Av,1389,SBrkr,1389,0,1,2,1,6,Attchd,2,418,WD,Normal,170000
63,13907,Pave,Reg,Lvl,Inside,1Fam,1Story,Gable,WdShing,Wd Shng,CBlock,No,996,SBrkr,996,0,1,3,1,6,NA,0,0,WD,Normal,108000
66,21780,Pave,Reg,Lvl,Inside,1Fam,1.5Fin,Gable,Wd Sdng,Wd Sdng,BrkTil,Mn,1163,SBrkr,1163,511,2,4,1,8,Detchd,2,396,WD,Normal,185000
NA,13346,Pave,IR1,Lvl,CulDSac,1Fam,2Story,Gable,HdBoard,HdBoard,PConc,No,1095,SBrkr,1166,1129,2,4,1,9,Attchd,2,590,WD,Normal,268000
66,6858,Pave,Reg,Bnk,Corner,1Fam,2Story,Gable,Wd Sdng,Wd Sdng,PConc,No,806,FuseF,841,806,1,4,1,6,Detchd,1,216,WD,Normal,128000
77,11198,Pave,IR1,Lvl,Inside,1Fam,2Story,Hip,VinylSd,VinylSd,PConc,No,1122,SBrkr,1134,1370,2,4,1,11,BuiltIn,3,656,WD,Normal,325000
70,10171,Pave,IR1,Lvl,Inside,1Fam,1Story,Gable,VinylSd,VinylSd,PConc,No,1517,SBrkr,1535,0,2,3,1,7,Attchd,2,532,WD,Normal,214000
79,12327,Pave,IR1,Low,Inside,1Fam,1.5Fin,Gable,Wd Sdng,Wd Sdng,CBlock,Gd,1496,SBrkr,1496,636,1,1,1,5,BuiltIn,2,612,WD,Normal,316600
NA,7032,Pave,IR1,Lvl,Corner,Duplex,SFoyer,Gable,MetalSd,MetalSd,CBlock,Gd,943,SBrkr,943,0,1,2,1,4,Detchd,2,600,WD,Normal,135960
74,13101,Pave,IR1,Lvl,Inside,Duplex,1Story,Gable,HdBoard,HdBoard,CBlock,No,1728,SBrkr,1728,0,2,6,2,10,Detchd,2,576,WD,Normal,142600
60,7332,Pave,Reg,Lvl,Inside,1Fam,1Story,Gable,WdShing,Wd Shng,CBlock,No,864,SBrkr,864,0,1,2,1,4,Attchd,1,288,WD,Abnorml,120000
83,13159,Pave,IR1,HLS,Corner,1Fam,2Story,Gable,VinylSd,VinylSd,PConc,Av,846,SBrkr,846,846,2,3,1,6,Attchd,2,650,New,Partial,224500
76,9967,Pave,IR1,Lvl,Inside,1Fam,SLvl,Gable,VinylSd,VinylSd,PConc,No,384,SBrkr,774,656,2,3,1,8,BuiltIn,2,400,WD,Normal,170000
70,10500,Pave,Reg,Lvl,FR2,1Fam,SLvl,Gambrel,MetalSd,AsphShn,CBlock,Av,372,SBrkr,576,533,1,3,1,5,BuiltIn,1,288,WD,Normal,139000
80,8480,Pave,Reg,Lvl,Inside,1Fam,1.5Fin,Gable,MetalSd,MetalSd,CBlock,No,832,SBrkr,832,384,1,2,1,6,Detchd,1,336,COD,Abnorml,118500
52,6292,Pave,Reg,Lvl,Inside,1Fam,1.5Fin,Gable,Wd Sdng,Wd Sdng,BrkTil,No,861,SBrkr,877,600,2,3,1,6,Detchd,1,216,WD,Normal,145000
96,11777,Pave,IR1,Lvl,Inside,1Fam,SLvl,Gable,VinylSd,VinylSd,CBlock,Av,1164,SBrkr,1320,0,1,3,1,6,Attchd,2,564,WD,Abnorml,164500
34,3604,Pave,Reg,Lvl,Corner,TwnhsE,2Story,Gable,VinylSd,VinylSd,PConc,No,689,SBrkr,703,689,2,2,1,5,Detchd,2,540,WD,Abnorml,146000
81,12150,Pave,Reg,Lvl,Inside,1Fam,1.5Fin,Gable,MetalSd,MetalSd,BrkTil,No,1050,FuseF,1050,745,2,4,1,7,Attchd,1,352,WD,Normal,131500
NA,14585,Pave,IR1,Lvl,CulDSac,1Fam,1Story,Gable,Wd Sdng,Wd Sdng,CBlock,No,1144,SBrkr,1429,0,1,3,1,7,Attchd,2,572,WD,Normal,181900
98,12704,Pave,Reg,Lvl,Inside,1Fam,1Story,Hip,VinylSd,VinylSd,PConc,No,2042,SBrkr,2042,0,2,3,1,8,Attchd,3,1390,New,Partial,253293
81,11841,Grvl,Reg,Lvl,Inside,Duplex,SFoyer,Gable,HdBoard,HdBoard,CBlock,Av,816,SBrkr,816,0,1,3,1,5,NA,0,0,WD,Normal,118500
75,13500,Pave,Reg,Lvl,Inside,1Fam,2.5Unf,Gable,Wd Sdng,Wd Sdng,BrkTil,No,1237,SBrkr,1521,1254,3,3,1,9,Detchd,2,880,WD,Normal,325000
51,6120,Pave,Reg,Lvl,Inside,1Fam,1.5Fin,Gable,AsbShng,AsbShng,BrkTil,No,884,SBrkr,989,584,1,3,1,6,Detchd,1,240,WD,Normal,133000
88,11443,Pave,Reg,Lvl,Inside,1Fam,1Story,Hip,VinylSd,VinylSd,PConc,Gd,1868,SBrkr,2028,0,2,2,1,7,Attchd,3,880,New,Partial,369900
55,10267,Pave,Reg,Lvl,Inside,1Fam,1Story,Gable,Stucco,Wd Shng,BrkTil,Mn,816,SBrkr,838,0,1,2,1,5,Detchd,1,275,WD,Normal,130000
74,8740,Pave,IR1,Lvl,Inside,1Fam,SFoyer,Hip,HdBoard,HdBoard,CBlock,Av,840,SBrkr,860,0,1,2,1,4,Detchd,2,528,WD,Normal,137000
65,25095,Pave,IR1,Low,Inside,1Fam,1Story,Flat,Wd Sdng,Wd Sdng,CBlock,Gd,1437,SBrkr,1473,0,1,1,1,5,Attchd,1,452,WD,Partial,143000
50,9100,Pave,Reg,Lvl,Inside,1Fam,1Story,Gable,VinylSd,VinylSd,BrkTil,No,742,FuseA,779,0,1,2,1,4,Detchd,1,308,WD,Normal,79500
64,8320,Pave,Reg,Lvl,Inside,1Fam,2Story,Gable,VinylSd,VinylSd,PConc,No,770,SBrkr,770,812,2,3,1,6,Attchd,2,520,WD,Normal,185900
97,13478,Pave,IR1,Lvl,Corner,1Fam,2Story,Gable,CemntBd,CmentBd,PConc,Gd,1722,SBrkr,1728,568,2,3,1,10,BuiltIn,3,842,ConLI,Normal,451950
60,6600,Pave,Reg,Lvl,Inside,1Fam,1Story,Gable,HdBoard,HdBoard,PConc,No,816,SBrkr,816,0,1,2,1,4,Detchd,2,816,WD,Normal,138000
NA,4435,Pave,Reg,Lvl,Inside,TwnhsE,1Story,Gable,VinylSd,VinylSd,PConc,Av,848,SBrkr,848,0,1,1,1,4,Attchd,2,420,WD,Normal,140000
88,7990,Pave,IR1,Lvl,Inside,1Fam,1Story,Hip,HdBoard,HdBoard,CBlock,No,924,SBrkr,924,0,1,3,1,5,Detchd,1,280,WD,Normal,110000
69,11302,Pave,IR1,Lvl,Inside,1Fam,1Story,Gable,VinylSd,Other,PConc,Gd,1814,SBrkr,1826,0,2,3,1,7,Attchd,3,758,New,Partial,319000
60,3600,Pave,Reg,Lvl,Inside,1Fam,2Story,Gable,VinylSd,VinylSd,CBlock,No,684,FuseA,684,684,1,3,1,7,Detchd,1,216,WD,Normal,114504
53,3922,Pave,Reg,Lvl,Inside,TwnhsE,1Story,Gable,VinylSd,VinylSd,PConc,Av,1258,SBrkr,1402,0,0,2,1,7,Attchd,3,648,New,Partial,194201
80,12984,Pave,Reg,Bnk,Inside,1Fam,1Story,Gable,Plywood,Plywood,CBlock,Mn,1430,SBrkr,1647,0,2,3,1,7,Attchd,2,621,WD,Normal,217500
24,1950,Pave,Reg,Lvl,Inside,Twnhs,2Story,Gable,MetalSd,MetalSd,CBlock,No,716,SBrkr,716,840,2,3,1,6,Attchd,2,452,COD,Normal,151000
74,10927,Pave,Reg,Lvl,Inside,1Fam,2Story,Gable,VinylSd,VinylSd,PConc,Av,1058,SBrkr,1058,846,2,3,1,8,BuiltIn,2,736,WD,Normal,275000
50,9000,Pave,Reg,Bnk,Inside,1Fam,1.5Fin,Gable,Wd Sdng,Wd Sdng,PConc,No,780,SBrkr,780,595,1,3,1,6,Detchd,1,544,WD,Normal,141000
80,10041,Pave,IR1,Lvl,Inside,1Fam,2Story,Gable,HdBoard,HdBoard,PConc,Mn,908,SBrkr,927,988,2,3,1,8,Attchd,2,506,WD,Abnorml,220000
30,3182,Pave,Reg,Lvl,Inside,TwnhsE,2Story,Gable,MetalSd,MetalSd,PConc,No,600,SBrkr,600,600,2,2,1,4,Detchd,2,480,WD,Normal,151000
88,12803,Pave,IR1,Lvl,Inside,1Fam,1Story,Gable,VinylSd,VinylSd,PConc,Mn,1494,SBrkr,1494,0,2,3,1,6,Attchd,2,530,WD,Normal,221000
85,13600,Pave,Reg,Lvl,Inside,1Fam,2Story,Gable,HdBoard,HdBoard,CBlock,No,768,SBrkr,1186,800,2,3,1,7,Attchd,2,486,WD,Normal,205000
82,12464,Pave,IR2,Low,Corner,1Fam,1Story,Gable,VinylSd,VinylSd,PConc,No,1040,SBrkr,1040,0,1,3,1,6,Detchd,2,576,WD,Normal,152000
78,7800,Pave,Reg,Bnk,Inside,1Fam,2Story,Gable,MetalSd,MetalSd,CBlock,No,896,SBrkr,1112,896,3,3,1,8,Attchd,1,230,WD,Normal,225000
78,12168,Pave,Reg,HLS,Inside,1Fam,2Story,Gable,BrkFace,Wd Sdng,PConc,Mn,965,SBrkr,1940,1254,2,4,1,10,Basment,2,380,WD,Alloca,359100
61,7943,Pave,Reg,Lvl,Inside,1Fam,1Story,Gable,VinylSd,VinylSd,CBlock,Mn,1029,SBrkr,1029,0,1,3,1,5,Attchd,1,261,WD,Normal,118500
NA,11050,Pave,Reg,Lvl,Inside,1Fam,2Story,Hip,VinylSd,VinylSd,PConc,Mn,1440,SBrkr,1476,677,2,3,1,8,Attchd,3,736,WD,Normal,313000
NA,10395,Pave,IR1,Lvl,FR2,1Fam,SLvl,Gable,HdBoard,HdBoard,CBlock,Av,1032,SBrkr,1032,0,2,3,1,6,Attchd,2,564,WD,Normal,148000
NA,11885,Pave,Reg,Lvl,Inside,1Fam,2Story,Gable,VinylSd,VinylSd,PConc,Av,1299,SBrkr,1299,573,2,3,1,7,BuiltIn,2,531,WD,Normal,261500
70,8402,Pave,Reg,Lvl,Inside,1Fam,1Story,Gable,VinylSd,VinylSd,PConc,No,1120,SBrkr,1120,0,1,3,1,6,NA,0,0,New,Partial,147000
21,1491,Pave,Reg,Lvl,Inside,TwnhsE,SFoyer,Gable,CemntBd,CmentBd,CBlock,Av,630,SBrkr,630,0,1,1,1,3,NA,0,0,WD,Normal,75500
80,8800,Pave,Reg,Lvl,Inside,1Fam,SFoyer,Gable,MetalSd,MetalSd,PConc,Gd,936,SBrkr,1054,0,1,3,1,6,Attchd,2,480,WD,Abnorml,137500
NA,7861,Pave,IR1,Lvl,Inside,1Fam,2Story,Gable,VinylSd,VinylSd,PConc,No,783,SBrkr,807,702,2,3,1,7,Attchd,2,393,WD,Normal,183200
59,7227,Pave,Reg,HLS,Corner,1Fam,1.5Unf,Gable,MetalSd,MetalSd,CBlock,No,832,SBrkr,832,0,1,2,1,4,Detchd,2,528,WD,Normal,105500
90,11694,Pave,Reg,Lvl,Inside,1Fam,1Story,Hip,CemntBd,CmentBd,PConc,Av,1822,SBrkr,1828,0,2,3,1,9,Attchd,3,774,New,Partial,314813
85,12244,Pave,Reg,Lvl,Inside,1Fam,2Story,Hip,VinylSd,VinylSd,PConc,Gd,1482,SBrkr,1482,780,2,4,1,10,Attchd,3,749,WD,Normal,305000
45,8248,Pave,Reg,Lvl,Inside,1Fam,1Story,Gable,Stucco,Stucco,BrkTil,No,864,FuseF,864,0,1,2,1,5,NA,0,0,WD,Normal,67000
90,10800,Pave,Reg,Lvl,Inside,1Fam,2Story,Gable,HdBoard,HdBoard,CBlock,No,1522,SBrkr,1548,1066,2,4,1,9,Attchd,2,624,WD,Normal,240000
71,7064,Pave,Reg,Lvl,Inside,1Fam,1Story,Gable,Plywood,Plywood,CBlock,No,980,SBrkr,980,0,1,3,1,6,Detchd,2,484,WD,Normal,135000
NA,2117,Pave,Reg,Lvl,Inside,TwnhsE,2Story,Gable,MetalSd,MetalSd,PConc,No,756,SBrkr,756,756,2,2,1,4,Detchd,2,440,WD,Normal,168500
80,10400,Pave,Reg,Lvl,Inside,1Fam,2Story,Gable,VinylSd,VinylSd,CBlock,No,732,SBrkr,1012,778,1,4,1,8,Attchd,2,484,WD,Normal,165150
87,10000,Pave,IR1,Lvl,Corner,1Fam,1Story,Hip,Wd Sdng,Wd Sdng,CBlock,No,1116,SBrkr,1116,0,1,3,1,5,Attchd,2,440,WD,Normal,160000
NA,12342,Pave,IR1,Lvl,Inside,1Fam,1Story,Hip,Wd Sdng,Wd Sdng,CBlock,No,978,SBrkr,1422,0,1,3,1,6,Attchd,1,286,WD,Normal,139900
80,9600,Pave,Reg,Lvl,Inside,1Fam,SLvl,Gable,AsbShng,AsbShng,CBlock,Av,1156,SBrkr,1520,0,1,3,1,7,Basment,1,364,WD,Normal,153000
70,11606,Pave,IR1,HLS,Inside,1Fam,2Story,Gable,Plywood,Plywood,PConc,Av,1040,SBrkr,1040,1040,1,5,1,9,Attchd,2,504,WD,Family,135000
82,9020,Pave,Reg,Lvl,Corner,1Fam,SLvl,Gable,Plywood,Wd Sdng,CBlock,Gd,1248,SBrkr,1350,0,1,3,1,6,Attchd,2,520,WD,Normal,168500
50,9000,Pave,Reg,Lvl,Corner,1Fam,2Story,Gable,VinylSd,VinylSd,BrkTil,No,636,FuseA,1089,661,1,3,1,8,Detchd,1,240,WD,Abnorml,124000
34,4590,Pave,Reg,Lvl,Inside,Twnhs,1Story,Gable,VinylSd,VinylSd,PConc,Mn,1554,SBrkr,1554,0,2,2,1,6,Attchd,2,627,WD,Normal,209500
85,11900,Pave,Reg,Lvl,Inside,1Fam,1Story,Hip,Plywood,Plywood,CBlock,No,1386,SBrkr,1411,0,2,3,1,6,Attchd,2,544,WD,Family,82500
80,9250,Pave,Reg,Lvl,Corner,1Fam,1Story,Gable,Wd Sdng,Wd Sdng,CBlock,No,1056,SBrkr,1056,0,1,3,1,6,Attchd,1,260,WD,Normal,139400
64,6979,Pave,Reg,Lvl,Inside,Duplex,SFoyer,Gable,Plywood,Plywood,CBlock,No,1056,SBrkr,1056,0,0,0,2,4,Detchd,2,576,WD,Normal,144000
60,10896,Pave,Reg,Bnk,Inside,2fmCon,2.5Fin,Hip,VinylSd,VinylSd,CBlock,No,1440,FuseA,1440,1440,2,8,2,14,NA,0,0,WD,Abnorml,200000
51,6120,Pave,Reg,Lvl,Inside,1Fam,1Story,Gable,AsbShng,AsbShng,BrkTil,No,264,FuseA,800,0,1,1,1,4,NA,0,0,ConLw,Normal,60000
50,6000,Pave,Reg,Lvl,Inside,2fmCon,1.5Fin,Gable,Wd Sdng,Wd Sdng,CBlock,No,811,FuseA,811,576,2,3,2,7,BuiltIn,1,256,WD,Normal,93000
67,8777,Pave,Reg,Lvl,Inside,1Fam,1Story,Gable,MetalSd,Wd Sdng,CBlock,No,796,FuseA,796,0,1,2,1,4,NA,0,0,WD,Normal,85000
53,3982,Pave,Reg,Lvl,Inside,TwnhsE,1Story,Hip,VinylSd,VinylSd,PConc,Av,1520,SBrkr,1567,0,2,1,1,7,Attchd,3,648,New,Partial,264561
62,12677,Pave,IR1,Lvl,Inside,TwnhsE,1Story,Hip,MetalSd,MetalSd,PConc,Gd,1518,SBrkr,1518,0,1,1,1,6,Attchd,2,588,WD,Normal,274000
NA,7050,Pave,Reg,Lvl,Inside,1Fam,2Story,Gable,VinylSd,VinylSd,PConc,No,1057,SBrkr,1057,872,2,3,1,7,Attchd,2,650,WD,Normal,226000
75,13860,Pave,Reg,Lvl,Inside,1Fam,SLvl,Gable,Plywood,Wd Sdng,CBlock,Gd,1952,SBrkr,2000,704,2,4,1,9,Attchd,2,538,WD,Normal,345000
80,10793,Pave,Reg,Lvl,Inside,1Fam,2Story,Mansard,WdShing,HdBoard,CBlock,No,780,SBrkr,780,840,2,4,1,7,Attchd,2,462,WD,Normal,152000
85,9187,Pave,Reg,Lvl,Inside,1Fam,1Story,Gable,CemntBd,CmentBd,PConc,Mn,1766,SBrkr,1766,0,2,2,1,7,Attchd,3,478,New,Partial,370878
NA,10530,Pave,IR1,Lvl,Corner,1Fam,1Story,Hip,Plywood,Plywood,CBlock,No,981,SBrkr,981,0,1,3,1,5,Detchd,2,576,WD,Normal,143250
60,7200,Pave,Reg,Lvl,Inside,1Fam,1Story,Hip,MetalSd,MetalSd,CBlock,NA,0,SBrkr,1048,0,1,3,1,7,Detchd,2,420,WD,Normal,98300
85,10452,Pave,IR1,Lvl,Inside,1Fam,1Story,Hip,Wd Sdng,Wd Sdng,CBlock,Mn,1094,SBrkr,1094,0,1,3,1,5,Attchd,2,495,WD,Normal,155000
70,7700,Pave,Reg,Lvl,Inside,1Fam,2Story,Gable,MetalSd,MetalSd,CBlock,No,756,SBrkr,1051,788,1,4,1,7,Attchd,2,442,WD,Normal,155000
21,1936,Pave,Reg,Lvl,Inside,Twnhs,SFoyer,Gable,CemntBd,CmentBd,CBlock,Av,630,SBrkr,630,0,1,1,1,3,NA,0,0,WD,Normal,84500
65,8125,Pave,Reg,Lvl,Inside,1Fam,2Story,Gable,CemntBd,CmentBd,PConc,No,813,SBrkr,822,843,2,3,1,7,Attchd,2,562,WD,Normal,205950
60,9084,Pave,Reg,Lvl,Inside,1Fam,2Story,Gable,MetalSd,MetalSd,CBlock,Mn,755,SBrkr,755,755,1,4,1,7,Detchd,1,296,WD,Normal,108000
70,8750,Pave,Reg,Lvl,Inside,1Fam,2Story,Gable,VinylSd,VinylSd,PConc,No,880,SBrkr,909,807,2,2,1,7,Attchd,2,512,WD,Normal,191000
60,10320,Pave,Reg,Lvl,Inside,1Fam,1.5Fin,Gable,MetalSd,MetalSd,CBlock,No,756,SBrkr,756,713,1,3,1,7,Detchd,1,216,WD,Normal,135000
